Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
34683022,"Next to You (Love with Altitude, #1)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",0,3.89,,ebook,205,2016,2016,,2017/06/24,currently-reading,currently-reading (#1),currently-reading,,,,0,,,0,,,,,
34371407,"Crazy Over You (Love with Altitude, #2)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",5,4.02,,,,2017,2017,2017/06/24,2017/06/24,,,read,,,,1,,,0,,,,,
22443261,"The Rithmatist (The Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.24,Tor UK,Kindle Edition,353,2014,2013,2017/06/24,2017/06/18,,,read,,,,1,,,0,,,,,
25485971,"Every Night Without You: Book 2, Caine & Addison (Unfinished Love, #2)",Violet Duke,"Duke, Violet",,"=""""","=""""",3,4.16,,,,,,,2017/06/18,,,read,,,,1,,,0,,,,,
25485960,"Before That Night: Book 1, Caine & Addison (Unfinished Love, #1)",Violet Duke,"Duke, Violet",,"=""""","=""""",3,4.15,,,200,2016,,,2017/06/18,,,read,,,,1,,,0,,,,,
22833921,The Mermaid's Sister,Carrie Anne Noble,"Noble, Carrie Anne",,"=""1477820884""","=""9781477820889""",2,3.64,Skyscape,Paperback,236,2015,2015,2017/06/20,2017/06/16,,,read,,,,1,,,0,,,,,
34273458,"The Cad and the Co-Ed (Rugby, #3)",L.H. Cosway,"Cosway, L.H.",Penny Reid,"=""""","=""""",4,4.00,,Kindle Edition,337,2017,2017,2017/06/16,2017/06/14,,,read,,,,1,,,0,,,,,
24524971,Followed by Frost,Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""""","=""""",5,4.21,47North,Kindle Edition,256,2015,2015,2017/06/14,2017/06/11,,,read,,,,1,,,0,,,,,
34341699,"Wanderlust (Modern Love Story, #3)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",5,4.18,,Kindle Edition,281,2017,2014,2017/06/11,2017/06/09,,,read,,,,1,,,0,,,,,
32620341,"Buns (Hudson Valley, #3)",Alice Clayton,"Clayton, Alice",,"=""150111817X""","=""9781501118173""",5,4.18,Gallery Books,Paperback,320,2017,2017,2017/06/09,2017/06/06,,,read,,,,1,,,0,,,,,
28418764,"Magic Bitter, Magic Sweet",Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""""","=""""",2,3.62,47North,Kindle Edition,306,2016,2016,,2017/06/03,,,read,,,,1,,,0,,,,,
16115612,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,"=""159463176X""","=""9781594631764""",5,4.03,Riverhead Books,Hardcover,404,2013,2012,,2017/05/27,,,read,,,,1,,,0,,,,,
34454739,"Dating-ish (Knitting in the City, #6)",Penny Reid,"Reid, Penny",,"=""""","=""""",5,4.44,,Kindle Edition,304,2017,2017,2017/05/27,2017/05/26,,,read,,,,1,,,0,,,,,
25056208,"Nuts (Hudson Valley, #1)",Alice Clayton,"Clayton, Alice",,"=""1501118137""","=""9781501118135""",5,4.05,Gallery Books,Paperback,308,2015,2015,,2017/05/21,,,read,,,,1,,,0,,,,,
28174850,"Take for Granted (Modern Love Story, #3.5; Modern Love Story Shorts, #2)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",4,3.87,,Kindle Edition,38,2015,2015,,2017/05/13,,,read,,,,1,,,0,,,,,
27276297,Roman Crazy,Alice Clayton,"Clayton, Alice",Nina Bocci,"=""1501117637""","=""9781501117633""",5,3.86,Gallery Books,Paperback,326,2016,2016,,2017/05/13,,,read,,,,1,,,0,,,,,
29235065,"We Were Here (Modern Love Story, #1)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",5,4.28,Daisy Prescott,Kindle Edition,362,2016,2016,2017/05/11,2017/05/06,,,read,,,,1,,,0,,,,,
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",3,3.86,Harper Perennial Modern Classics,Paperback,237,2006,1937,2017/05/11,2017/04/16,,,read,,,,1,,,0,,,,,
29355792,The Champagne Queen (The Century Trilogy #2),Petra Durst-Benning,"Durst-Benning, Petra",Edwin Miles,"=""""","=""""",5,4.36,AmazonCrossing,Kindle Edition,480,2016,2013,2017/04/16,2017/04/10,,,read,,,,1,,,0,,,,,
33905032,"Sweeter than Ever (The Sullivans, #16.5)",Bella Andre,"Andre, Bella",,"=""""","=""""",4,4.10,"Oak Press, LLC",Kindle Edition,0,2017,2017,2017/04/10,2017/04/09,,,read,,,,1,,,0,,,,,
28386263,"Last Kiss of Summer (Destiny Bay, #1)",Marina Adair,"Adair, Marina",,"=""""","=""""",3,4.13,Forever,Kindle Edition,336,2016,2016,2017/04/09,2017/04/03,,,read,,,,1,,,0,,,,,
25786634,"Finding the Right Girl (Can't Resist, #4)",Violet Duke,"Duke, Violet",,"=""""","=""""",3,4.19,,Kindle Edition,265,2015,2013,2017/04/09,2017/03/31,,,read,,,,1,,,0,,,,,
17701830,"Resisting the Bad Boy - Nice Girl to Love, Vol 1 (Can't Resist, #1)",Violet Duke,"Duke, Violet",,"=""""","=""9780989163309""",4,3.89,,ebook,170,2013,2013,,2017/03/30,,,read,,,,1,,,0,,,,,
17876493,"Falling for the Good Guy (Nice Girl to Love #2; Can't Resist, #2)",Violet Duke,"Duke, Violet",,"=""""","=""9780989163316""",3,3.97,,ebook,,2013,2013,2017/04/09,2017/03/30,,,read,,,,1,,,0,,,,,
23215471,"Royal Wedding (The Princess Diaries, #11)",Meg Cabot,"Cabot, Meg",,"=""0062379089""","=""9780062379085""",3,3.93,William Morrow Paperbacks,Paperback,448,2015,2015,2017/03/30,2017/03/26,,,read,,,,1,,,0,,,,,
26209472,While the World Is Still Asleep (The Century Trilogy #1),Petra Durst-Benning,"Durst-Benning, Petra",Edwin Miles,"=""1503953327""","=""9781503953321""",5,4.02,AmazonCrossing,Paperback,421,2016,2012,2017/04/10,2017/03/24,,,read,,,,1,,,0,,,,,
28693701,"The Boy Is Back (Boy, #4)",Meg Cabot,"Cabot, Meg",,"=""0062378864""","=""9780062378866""",4,3.64,William Morrow Paperbacks,ebook,400,2016,2016,,2017/03/24,,,read,,,,1,,,0,,,,,
25416758,"Love, Laughter, and Steamy Ever Afters",Bella Andre,"Andre, Bella","Melissa Foster, Lauren Blakely, Violet Duke, Carly Phillips, Sawyer Bennett, Erin Nicholas, Melanie Shawn, Jessie Evans, Crista McHugh","=""""","=""""",4,4.14,,Kindle Edition,800,2015,2015,,2017/03/09,,,read,,,,1,,,0,,,,,
33385968,"Before That Promise: Drew & Skylar, Book One of Two (Unfinished Love series, 3)",Violet Duke,"Duke, Violet",,"=""""","=""""",4,4.42,,Kindle Edition,95,2016,,2017/03/23,2017/03/09,,,read,,,,1,,,0,,,,,
13367541,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""""","=""""",4,3.96,Alfred A. Knopf: Borzoi Books,Kindle Edition,338,2012,2012,2017/03/23,2017/03/09,,,read,,,,1,,,0,,,,,
18615464,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,"=""""","=""""",3,3.97,Random House Trade Paperbacks,Kindle Edition,290,2012,2012,2017/03/01,2017/01/28,,,read,,,,1,,,0,,,,,
12730051,Billy the Kid and the Vampyres of Vegas (The Secrets of the Immortal Nicholas Flamel #5.5),Michael Scott,"Scott, Michael",,"=""030797555X""","=""9780307975553""",0,4.10,Delacorte Books for Young Readers,ebook,67,2011,2011,,2017/01/17,to-read,to-read (#20),to-read,,,,,,,0,,,,,
8882815,The Death of Joan of Arc (The Secrets of the Immortal Nicholas Flamel #4.5),Michael Scott,"Scott, Michael",,"=""0375899928""","=""9780375899928""",0,3.90,Delacorte Books for Young Readers,ebook,12,2010,2010,,2017/01/17,to-read,to-read (#19),to-read,,,,,,,0,,,,,
8519822,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",Michael Scott,"Scott, Michael",,"=""0385735359""","=""9780385735353""",0,4.24,Delacorte Press,Hardcover,513,2012,2012,,2017/01/17,to-read,to-read (#18),to-read,,,,,,,0,,,,,
8458018,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,"Scott, Michael",,"=""0385735332""","=""9780385735339""",0,4.17,Delacorte Press,Hardcover,385,2011,2011,,2017/01/17,to-read,to-read (#17),to-read,,,,,,,0,,,,,
6693332,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,"Scott, Michael",,"=""0385905165""","=""9780385905169""",0,4.12,Delacorte Books for Young Readers,Hardcover,416,2010,2010,,2017/01/17,to-read,to-read (#16),to-read,,,,,,,0,,,,,
18846747,The First Codex (The Secrets of the Immortal Nicholas Flamel),Michael Scott,"Scott, Michael",,"=""""","=""""",4,4.38,Delacorte Books for Young Readers,Kindle Edition,901,2012,2010,2017/02/05,2016/12/29,,,read,,,,,,,0,,,,,
32708997,"Two Wingmen and a Baby (Wingmen, #3.5; Wingmen Short Stories, #3)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",4,4.22,,Kindle Edition,46,2016,2016,2016/12/17,2016/12/17,,,read,,,,1,,,0,,,,,
28113179,"Take the Cake and Run (Wingmen, #1.5; Wingmen Short Stories, #1)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",4,3.96,,Kindle Edition,33,2015,2014,,2016/12/17,,,read,,,,1,,,0,,,,,
29750369,"Anything but Love (Wingmen, #3)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",4,3.98,,ebook,,2016,2016,,2016/12/17,,,read,,,,1,,,0,,,,,
30324812,"Ready to Fall (Wingmen, #1)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",4,3.81,,Kindle Edition,274,2016,2013,,2016/12/17,,,read,,,,1,,,0,,,,,
24327646,"Confessions of a Reformed Tom Cat (Wingmen, #2)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",5,3.96,,Paperback,273,2015,2015,,2016/12/17,,,read,,,,1,,,0,,,,,
30973473,"Better Love (Wingmen, #4)",Daisy Prescott,"Prescott, Daisy",,"=""""","=""""",4,4.27,,Kindle Edition,266,2016,2016,2016/12/29,2016/12/17,,,read,,,,,,,0,,,,,
16176,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,"Ridley, Matt",,"=""0060556579""","=""9780060556570""",0,4.02,Harper Perennial (HarperCollins),Paperback,405,2003,1993,,2016/10/27,to-read,to-read (#15),to-read,,,,,,,0,,,,,
25041504,"After You (Me Before You, #2)",Jojo Moyes,"Moyes, Jojo",,"=""""","=""""",5,3.70,Pamela Dorman Books,Kindle Edition,353,2015,2015,2017/03/06,2016/10/26,,,read,,,,1,,,0,,,,,
15507958,"Me Before You (Me Before You, #1)",Jojo Moyes,"Moyes, Jojo",,"=""0670026603""","=""9780670026609""",5,4.27,Pamela Dorman Books/Viking,Hardcover,369,2012,2012,2016/10/28,2016/10/26,,,read,,,,,,,0,,,,,
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",0,4.04,Knopf,Hardcover,290,2016,2016,,2016/07/28,,,read,,,,,,,0,,,,,
18300604,"Love and Lists (Chocoholics, #1)",Tara Sivec,"Sivec, Tara",,"=""""","=""""",4,4.19,,Kindle Edition,255,2013,2013,,2016/07/25,,,read,,,,,,,0,,,,,
6587202,Napoleon's Buttons: How 17 Molecules Changed History,Penny Le Couteur,"Couteur, Penny Le",Jay Burreson,"=""""","=""""",4,3.92,Tarcher,Kindle Edition,394,2004,1991,2016/10/26,2016/07/19,,,read,,,,,,,0,,,,,
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.01,Knopf,Hardcover,336,2014,2014,,2016/07/06,to-read,to-read (#14),to-read,,,,,,,0,,,,,
15839976,"Red Rising (Red Rising, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",0,4.26,Del Rey (Random House),Hardcover,382,2014,2014,,2016/07/06,to-read,to-read (#13),to-read,,,,,,,0,,,,,
15714423,"Tucker's Crossing (Sweet Plains, #1)",Marina Adair,"Adair, Marina",,"=""160183019""","=""9781601830197""",3,3.95,eKensington,ebook,352,2012,2012,,2016/07/05,,,read,,,,,,,0,,,,,
23337863,"Grin and Beard It (Winston Brothers, #2)",Penny Reid,"Reid, Penny",,"=""""","=""""",4,4.22,,Paperback,389,2016,2016,,2016/07/05,,,read,,,,,,,0,,,,,
15729261,"The Marriage Mistake (Marriage to a Billionaire, #3)",Jennifer Probst,"Probst, Jennifer",,"=""""","=""""",4,3.96,,Paperback,328,2012,2012,,2016/07/05,,,read,,,,,,,0,,,,,
14165516,"The Marriage Trap (Marriage to a Billionaire, #2)",Jennifer Probst,"Probst, Jennifer",,"=""""","=""""",4,3.90,,Paperback,328,2012,2012,,2016/07/05,,,read,,,,,,,0,,,,,
13486122,"The Marriage Bargain (Marriage to a Billionaire, #1)",Jennifer Probst,"Probst, Jennifer",,"=""1937044963""","=""9781937044961""",4,3.81,Entangled Publishing (Indulgence),ebook,160,2012,2012,,2016/07/05,,,read,,,,,,,0,,,,,
9800230,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,"Kean, Sam",,"=""""","=""""",4,3.89,"Little, Brown and Company",Kindle Edition,390,2010,2010,2016/10/26,2016/06/13,,,read,,,,,,,0,,,,,
114956,"The Artemis Fowl Files (Artemis Fowl, #0.5, #1.5)",Eoin Colfer,"Colfer, Eoin",,"=""0786856394""","=""9780786856398""",3,3.75,Miramax,Hardcover,187,2004,2004,2016/07/05,2016/06/05,,,read,,,,,,,0,,,,,
16116268,"16 Lighthouse Road (Cedar Cove, #1)",Debbie Macomber,"Macomber, Debbie",,"=""0778315614""","=""9780778315612""",0,4.08,Harlequin MIRA,Paperback,368,2013,2001,,2016/05/27,to-read,to-read (#12),to-read,,,,,,,0,,,,,
18001174,"Darkness Before Dawn (Darkness, #2)",Claire Contreras,"Contreras, Claire",,"=""""","=""""",4,4.16,,Kindle Edition,361,2013,2013,2016/04/26,2016/04/24,,,read,,,,,,,0,,,,,
16304482,"There is No Light in Darkness (Darkness, #1)",Claire Contreras,"Contreras, Claire",,"=""""","=""""",4,4.11,Claire Contreras,Kindle Edition,252,2013,2013,2016/04/24,2016/04/15,,,read,,,,,,,0,,,,,
20959411,The Fortune Hunter,Daisy Goodwin,"Goodwin, Daisy",,"=""""","=""""",3,3.46,St. Martin's Press,Kindle Edition,480,2014,2013,2016/05/30,2016/04/15,,,read,,,,,,,0,,,,,
25546175,Elements of Chemistry: Parts 1-3,Penny Reid,"Reid, Penny",,"=""""","=""""",5,4.26,Cipher-Naught,Kindle Edition,583,2015,2015,2016/04/14,2016/04/10,,,read,,,,,,,0,,,,,
25868309,"Easy Melody (Boudreaux, #3)",Kristen Proby,"Proby, Kristen",,"=""""","=""""",4,4.23,,,235,2015,2015,,2016/04/10,,,read,,,,,,,0,,,,,
25325798,"Easy Charm (Boudreaux, #2)",Kristen Proby,"Proby, Kristen",,"=""1633500071""","=""9781633500075""",5,4.23,Ampersand Publishing,Paperback,280,2015,2015,,2016/04/10,,,read,,,,,,,0,,,,,
23656346,"Easy Love (Boudreaux, #1)",Kristen Proby,"Proby, Kristen",,"=""""","=""""",5,4.12,Ampersand Publishing,Kindle Edition,246,2015,2015,,2016/04/10,,,read,,,,,,,0,,,,,
27261686,"Ninja at First Sight (Knitting in the City, #4.75)",Penny Reid,"Reid, Penny",,"=""""","=""""",5,4.36,Caped Publishing,Kindle Edition,194,2015,2015,2016/03/31,2016/03/30,,,read,,,,,,,0,,,,,
27261685,"Happily Ever Ninja (Knitting in the City, #5)",Penny Reid,"Reid, Penny",,"=""""","=""""",4,4.20,Caped ,Kindle Edition,308,2016,2016,2016/04/04,2016/03/30,,,read,,,,,,,0,,,,,
25526465,"Truth or Beard (Winston Brothers, #1)",Penny Reid,"Reid, Penny",,"=""""","=""""",4,4.01,Cipher-Naught,Kindle Edition,390,2015,2015,2016/03/31,2016/03/28,,,read,,,,,,,0,,,,,
25978817,"Overloaded and Underprepared: Strategies for Stronger Schools and Healthy, Successful Kids",Denise C. Pope,"Pope, Denise C.","Maureen Brown, Sarah Miles","=""""","=""""",0,3.65,Jossey-Bass,Kindle Edition,243,2015,2015,2017/03/24,2016/03/24,shelved,shelved (#5),read,,,,1,,,0,,,,,
20359781,"Beauty and the Mustache (Knitting in the City, #4; Winston Brothers, #0.5)",Penny Reid,"Reid, Penny",,"=""0989281094""","=""9780989281096""",5,4.20,Cipher-Naught,Paperback,376,2014,2014,2016/03/28,2016/03/24,,,read,,,,,,,0,,,,,
20982872,"Love Hacked (Knitting in the City, #3)",Penny Reid,"Reid, Penny",,"=""""","=""""",5,4.19,Caped Publishing,Kindle Edition,390,2014,2014,2016/03/24,2016/03/24,,,read,,,,,,,0,,,,,
18875842,"Neanderthal Marries Human (Knitting in the City, #1.5)",Penny Reid,"Reid, Penny",,"=""""","=""""",5,4.27,Caped Publishing,Paperback,410,2014,2014,,2016/03/22,,,read,,,,,,,0,,,,,
18001399,"Friends Without Benefits (Knitting in the City, #2)",Penny Reid,"Reid, Penny",,"=""""","=""""",5,4.02,Caped Publishing,Kindle Edition,424,2013,2013,2016/03/24,2016/03/22,,,read,,,,,,,0,,,,,
21939580,Adultery,Paulo Coelho,"Coelho, Paulo","Margaret Jull Costa, Zoë Perry","=""""","=""""",3,3.01,Knopf,Kindle Edition,272,2014,2014,2016/03/06,2016/02/27,,,read,,,,,,,0,,,,,
17673307,"Neanderthal Seeks Human (Knitting in the City, #1)",Penny Reid,"Reid, Penny",,"=""""","=""""",5,3.96,Caped Publishing,Kindle Edition,394,2013,2013,2016/03/22,2016/02/14,,,read,,,,,,,0,,,,,
17262149,The Wishing Thread,Lisa Van Allen,"Allen, Lisa Van",,"=""0345538552""","=""9780345538550""",3,3.48,Ballantine Books,Paperback,400,2013,2013,2016/02/21,2016/02/12,,,read,,,,,,,0,,,,,
19354794,Lost Lake,Sarah Addison Allen,"Allen, Sarah Addison",,"=""""","=""""",4,3.85,St. Martin's Press,Kindle Edition,303,2014,2014,2016/02/06,2016/01/30,,,read,,,,,,,0,,,,,
22663563,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",5,4.54,St. Martin's Press,Kindle Edition,593,2015,2015,2016/01/29,2016/01/24,,,read,,,,,,,0,,,,,
1158967,"Garden Spells (Waverley Family, #1)",Sarah Addison Allen,"Allen, Sarah Addison",,"=""0553805487""","=""9780553805482""",4,4.06,Bantam,Hardcover,304,2007,2007,2016/01/25,2016/01/24,,,read,,,,,,,0,,,,,
19286587,Island of a Thousand Mirrors,Nayomi Munaweera,"Munaweera, Nayomi",,"=""125004393X""","=""9781250043931""",0,3.95,St. Martin's Press,Hardcover,256,2014,2012,,2016/01/15,to-read,to-read (#11),to-read,,,,,,,0,,,,,
19398490,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""""","=""""",0,4.31,Scribner,Kindle Edition,531,2014,2014,2016/06/05,2016/01/15,shelved,shelved (#3),read,,,,,,,0,,,,,
25275996,The Japanese Lover,Isabel Allende,"Allende, Isabel","Nick Caistor, Amanda Hopkinson","=""""","=""""",4,3.80,Atria Books,Kindle Edition,336,2015,2015,2016/05/27,2016/01/15,,,read,,,,,,,0,,,,,
8546358,The Peach Keeper,Sarah Addison Allen,"Allen, Sarah Addison",,"=""0553807226""","=""9780553807226""",5,3.84,Bantam,Hardcover,273,2011,2011,,2016/01/10,,,read,,,,,,,0,,,,,
21853633,"First Frost (Waverley Family, #2)",Sarah Addison Allen,"Allen, Sarah Addison",,"=""1250019834""","=""9781250019837""",4,3.95,St. Martin's Press,Hardcover,296,2015,2015,2016/01/02,2016/01/02,,,read,,,,,,,0,,,,,
19561912,"The Counterfeit Heiress (Lady Emily, #9)",Tasha Alexander,"Alexander, Tasha",,"=""1250024692""","=""9781250024695""",4,3.78,Minotaur Books,Hardcover,288,2014,2014,2016/01/02,2015/12/31,,,read,,,,,,,0,,,,,
17286801,"Behind the Shattered Glass (Lady Emily, #8)",Tasha Alexander,"Alexander, Tasha",,"=""1250024706""","=""9781250024701""",4,3.81,Minotaur Books,Hardcover,288,2013,2013,2015/12/31,2015/12/25,,,read,,,,,,,0,,,,,
18231894,"Death in the Floating City (Lady Emily, #7)",Tasha Alexander,"Alexander, Tasha",,"=""""","=""""",3,3.87,Minotaur Books,Kindle Edition,320,2012,2012,2015/12/25,2015/12/06,,,read,,,,,,,0,,,,,
18110772,Catch Me,Claire Contreras,"Contreras, Claire",,"=""""","=""""",5,4.07,,Kindle Edition,361,2013,2013,2015/12/06,2015/12/05,,,read,,,,,,,0,,,,,
22331566,"Kiss Me Like This (The Morrisons, #1)",Bella Andre,"Andre, Bella",,"=""""","=""""",4,4.05,,Kindle Edition,300,2014,2014,2015/12/05,2015/12/05,,,read,,,,,,,0,,,,,
27276645,"Roommates  (Puck Buddies, #2)",Erin Leigh,"Leigh, Erin",Tara Brown,"=""""","=""""",4,3.78,,Kindle Edition,300,2015,2015,2015/11/30,2015/11/29,,,read,,,,,,,0,,,,,
11551369,"A Crimson Warning (Lady Emily, #6)",Tasha Alexander,"Alexander, Tasha",,"=""""","=""""",3,3.93,,Kindle Edition,335,,2011,2015/11/29,2015/11/22,,,read,,,,,,,0,,,,,
217433,Home Again,Kristin Hannah,"Hannah, Kristin",,"=""0449226352""","=""9780449226353""",4,3.95,Ballantine Books,Paperback,436,1996,1996,2015/11/22,2015/11/18,,,read,,,,,,,0,,,,,
297135,Summer Island,Kristin Hannah,"Hannah, Kristin",,"=""0345483448""","=""9780345483447""",4,3.97,Ballantine Books,Paperback,448,2004,2001,,2015/11/15,,,read,,,,,,,0,,,,,
836984,Distant Shores,Kristin Hannah,"Hannah, Kristin",,"=""0345450728""","=""9780345450722""",4,3.69,Ballantine Books,Paperback,416,2003,2002,2015/11/18,2015/11/15,,,read,,,,,,,0,,,,,
217436,On Mystic Lake,Kristin Hannah,"Hannah, Kristin",,"=""0345471172""","=""9780345471178""",4,3.95,Ballantine Books,Paperback,448,2004,1999,,2015/11/15,,,read,,,,,,,0,,,,,
9667724,"Dangerous to Know (Lady Emily, #5)",Tasha Alexander,"Alexander, Tasha",,"=""""","=""""",4,3.90,,Kindle Edition,320,,2010,2015/11/02,2015/11/01,,,read,,,,,,,0,,,,,
8124190,"Tears of Pearl (Lady Emily, #4)",Tasha Alexander,"Alexander, Tasha",,"=""""","=""""",4,3.70,Minotaur Books,Kindle Edition,320,2009,2009,2015/11/01,2015/10/30,,,read,,,,,,,0,,,,,
8124189,"A Fatal Waltz (Lady Emily, #3)",Tasha Alexander,"Alexander, Tasha",,"=""""","=""""",4,3.90,,Kindle Edition,294,,2008,2015/10/29,2015/10/25,,,read,,,,,,,0,,,,,
8124188,"A Poisoned Season (Lady Emily, #2)",Tasha Alexander,"Alexander, Tasha",,"=""""","=""""",5,3.95,HarperCollins e-books,Kindle Edition,308,2009,2007,,2015/10/25,,,read,,,,,,,0,,,,,
6629551,"And Only to Deceive (Lady Emily, #1)",Tasha Alexander,"Alexander, Tasha",,"=""""","=""""",4,3.73,HarperCollins e-books,Kindle Edition,336,2007,2005,2015/10/25,2015/10/20,,,read,,,,,,,0,,,,,
12954889,Home Front,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",4,4.12,,Kindle Edition,349,,2012,2015/10/20,2015/10/17,,,read,,,,,,,0,,,,,
10635081,Night Road,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",5,4.17,St. Martin's Press,Kindle Edition,396,,2011,2015/10/17,2015/10/14,,,read,,,,,,,0,,,,,
19424649,The Forever Girl,Alexander McCall Smith,"Smith, Alexander McCall",,"=""""","=""""",3,2.96,Pantheon,Kindle Edition,288,2014,2014,2015/10/14,2015/10/12,,,read,,,,,,,0,,,,,
26232550,"Paper Hearts (Hearts, #2)",Claire Contreras,"Contreras, Claire",,"=""""","=""""",5,4.33,,Kindle Edition,351,2015,2015,2015/10/08,2015/10/04,,,read,,,,,,,0,,,,,
24624247,"Kaleidoscope Hearts (Hearts, #1)",Claire Contreras,"Contreras, Claire",,"=""""","=""""",5,4.06,,Kindle Edition,300,2015,2015,2015/10/04,2015/10/03,,,read,,,,,,,0,,,,,
16638151,Geek to Chic,Shirley Marks,"Marks, Shirley",,"=""1477814221""","=""9781477814222""",2,3.20,Montlake Romance,Paperback,192,2012,2006,2015/09/30,2015/09/30,,,read,,,,,,,0,,,,,
13511369,Against the Tide,Elizabeth Camden,"Camden, Elizabeth",,"=""0764210238""","=""9780764210235""",4,3.92,Bethany House Publishers,Paperback,362,2012,2012,2015/10/02,2015/09/29,,,read,,,,,,,0,,,,,
17346827,Soy Sauce for Beginners,Kirstin Chen,"Chen, Kirstin",,"=""0544114396""","=""9780544114395""",3,3.35,New Harvest,Hardcover,256,2014,2014,2015/09/30,2015/09/22,,,read,,,,,,,0,,,,,
13014087,April's Fool,Blanche Marriott,"Marriott, Blanche",,"=""0803476140""","=""9780803476141""",4,3.53,Montlake Romance,Hardcover,186,2011,2011,2015/09/27,2015/09/22,,,read,,,,,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.39,Crown,Hardcover,369,2014,2014,2015/10/12,2015/09/20,,,read,,,,,,,0,,,,,
21415704,"Red Skies (Tales of the Scavenger's Daughters, #4)",Kay Bratt,"Bratt, Kay",,"=""149607923X""","=""""",5,4.34,CreateSpace Independent Publishing Platform,Paperback,352,2014,2014,2015/09/20,2015/09/19,,,read,,,,,,,0,,,,,
18641380,"Bitter Winds (Tales of the Scavenger's Daughters, #3)",Kay Bratt,"Bratt, Kay",,"=""""","=""""",3,4.22,Lake Union Publishing,Kindle Edition,322,2014,2014,2015/09/19,2015/09/16,,,read,,,,,,,0,,,,,
17995520,"Tangled Vines (Tales of the Scavenger's Daughters, #2)",Kay Bratt,"Bratt, Kay",,"=""1477808817""","=""9781477808818""",4,4.21,Amazon,Paperback,328,2013,2013,2015/09/16,2015/09/14,,,read,,,,,,,0,,,,,
17397916,"The Scavenger's Daughters (Tales of the Scavenger's Daughters, #1)",Kay Bratt,"Bratt, Kay",,"=""""","=""9781477805862""",4,4.09,Lake Union Publishing,Paperback,242,2013,2013,2015/09/14,2015/09/10,,,read,,,,,,,0,,,,,
7347109,The Hundred-Foot Journey,Richard C. Morais,"Morais, Richard C.",,"=""1439165645""","=""9781439165645""",4,3.54,Scribner,Hardcover,256,2010,2008,2015/12/05,2015/08/19,,,read,,,,,,,0,,,,,
17335490,"Pretending He's Mine (Caught Up in Love, #2)",Lauren Blakely,"Blakely, Lauren",,"=""""","=""9781301017706""",3,3.79,Lauren Blakely,ebook,140,2013,2013,,2015/08/02,,,read,,,,,,,0,,,,,
18519865,Playing with Her Heart,Lauren Blakely,"Blakely, Lauren",,"=""""","=""9781301290185""",5,4.10,Smashwords,ebook,,2013,2013,,2015/08/02,,,read,,,,,,,0,,,,,
17666712,"Trophy Husband (Caught Up in Love, #3)",Lauren Blakely,"Blakely, Lauren",,"=""1484055268""","=""9781484055267""",5,3.74,Lauren Blakely Books,Paperback,222,2013,2013,,2015/08/02,,,read,,,,,,,0,,,,,
